//  __  __  ____  _  _     ____  _  _
// (  )(  )(    \( \/ )___(  __)( \/ )
//  )(  )(  ) D ( )  ((___)) _)  )  (
// (__)(__)(____/(_/\_)   (__)  (_/\_)
//
// official chart list version 1.1
//
//
21013,3,175,1:48,11,6,6,1265
21041,1,112,2:07,3,0,0,318
21041,2,112,2:07,7,0,0,660
21041,3,112,2:07,11,7,8,1461
21016,1,180,2:02,6,0,0,593
21016,2,180,2:02,9,5,7,1004
21016,3,180,2:02,11,4,6,1566
21004,1,170,2:10,3,0,0,355
21004,2,170,2:10,7,0,0,686
21004,3,170,2:10,9,2,3,1047
21083,1,188,1:52,4,0,0,413
21083,2,188,1:52,8,7,6,700
21083,3,188,1:52,11,4,6,1222
21009,1,155,1:43,4,0,0,395
21009,2,155,1:43,7,0,0,693
21009,3,155,1:43,9,9,10,968
21003,1,148,2:02,5,0,0,527
21003,2,148,2:02,8,3,3,763
21003,3,148,2:02,11,2,3,1305
21052,1,175,2:04,7,0,0,689
21052,2,175,2:04,10,-1,-1,1129
21052,3,175,2:04,12,-1,-1,1830
21104,6,175,2:04,12,12,14,2225
21024,1,115,1:46,3,0,0,309
21024,2,115,1:46,6,0,0,590
21024,3,115,1:46,11,7,9,1190
21036,1,130,1:54,4,0,0,331
21036,2,130,1:54,7,0,0,696
21036,3,130,1:54,9,5,5,946
21077,1,178,2:00,4,0,0,608
21077,2,178,2:00,9,5,7,1026
21077,3,178,2:00,11,6,6,1434
21043,1,175,2:06,5,0,0,521
21043,2,175,2:06,8,5,4,878
21043,3,175,2:06,10,4,3,1272
21056,1,172,1:50,6,0,0,516
21056,2,172,1:50,9,-1,-1,1012
21056,3,172,1:50,11,-1,-1,1492
21055,1,201,2:10,6,0,0,621
21055,2,201,2:10,10,-1,-1,1181
21055,3,201,2:10,12,-1,-1,1826
21049,1,208,1:53,5,0,0,483
21049,2,208,1:53,9,-1,-1,902
21049,3,208,1:53,12,-1,-1,1607
21008,1,146,2:09,4,0,0,378
21008,2,146,2:09,7,0,0,672
21008,3,146,2:09,11,-1,-1,1263
21033,1,195,2:01,4,0,0,407
21033,2,195,2:01,8,9,10,938
21033,3,195,2:01,12,10,12,1661
21039,1,180,1:56,4,0,0,374
21039,2,180,1:56,8,2,1,734
21039,3,180,1:56,10,-1,-1,1193
21073,1,195,2:07,5,0,0,569
21073,2,195,2:07,9,-1,-1,1009
21073,3,195,2:07,12,2,3,1624
21103,6,195,2:07,12,-1,-1,1773
21082,1,198,2:00,6,0,0,658
21082,2,198,2:00,11,3,3,1247
21082,3,198,2:00,12,15,14,2007
21089,1,170,1:46,7,0,0,679
21089,2,170,1:46,10,-1,-1,1194
21089,3,170,1:46,12,11,12,1693
21087,1,180,2:12,3,0,0,298
21087,2,180,2:12,7,0,0,723
21087,3,180,2:12,11,-1,-1,1281
21028,1,180,2:05,5,0,0,443
21028,2,180,2:05,9,4,6,915
21028,3,180,2:05,11,6,8,1461
21045,1,150,1:58,6,0,0,616
21045,2,150,1:58,10,3,4,1040
21045,3,150,1:58,12,7,9,1650
21026,1,162,1:39,4,0,0,418
21026,2,162,1:39,7,0,0,694
21026,3,162,1:39,11,5,6,1220
21061,1,202,1:57,4,0,0,301
21061,2,202,1:57,8,-1,-1,626
21061,3,202,1:57,10,-1,-1,1231
21027,1,205,1:59,6,0,0,598
21027,2,205,1:59,9,4,8,951
21027,3,205,1:59,11,7,9,1215
21022,1,140,1:47,3,0,0,348
21022,2,140,1:47,6,0,0,683
21022,3,140,1:47,9,7,7,991
21014,1,185,1:54,5,0,0,517
21014,2,185,1:54,9,5,5,942
21014,3,185,1:54,11,7,7,1481
21015,1,210,2:02,5,0,0,391
21015,2,210,2:02,8,2,2,674
21015,3,210,2:02,10,9,9,1325
21071,1,175,2:05,6,0,0,533
21071,2,175,2:05,9,1,5,925
21071,3,175,2:05,11,5,8,1364
21025,1,165,1:55,5,0,0,522
21025,2,165,1:55,8,3,7,826
21025,3,165,1:55,10,5,5,1155
21021,1,160-180,2:10,4,0,0,408
21021,2,160-180,2:10,7,0,0,721
21021,3,160-180,2:10,10,2,1,1039
21018,1,175,2:01,5,0,0,404
21018,2,175,2:01,8,7,8,954
21018,3,175,2:01,11,6,9,1336
21053,1,180,1:47,3,0,0,331
21053,2,180,1:47,8,4,3,727
21053,3,180,1:47,11,4,4,1242
21076,1,180,1:59,5,0,0,583
21076,2,180,1:59,9,5,5,1081
21076,3,180,1:59,12,5,8,1812
21047,1,111-222,1:46,8,-1,-1,653
21047,2,111-222,1:46,10,6,9,1003
21047,3,111-222,1:46,12,9,11,1461
21001,1,158,2:03,5,0,0,492
21001,2,158,2:03,9,2,4,951
21001,3,158,2:03,11,3,7,1406
21064,1,182,2:12,5,0,0,597
21064,2,182,2:12,7,0,0,883
21064,3,182,2:12,9,1,4,1118
21042,1,154,1:56,3,0,0,374
21042,2,154,1:56,7,0,0,731
21042,3,154,1:56,11,1,2,1360
21035,1,182,2:01,5,0,0,480
21035,2,182,2:01,8,6,7,701
21035,3,182,2:01,10,4,6,951
21067,1,117,1:59,6,0,0,537
21067,2,117,1:59,9,4,5,1080
21067,3,117,1:59,10,9,9,1295
21090,1,150,1:48,6,0,0,472
21090,2,150,1:48,9,-1,-1,840
21090,3,150,1:48,11,8,10,1232
21054,1,160,1:59,4,0,0,350
21054,2,160,1:59,8,8,8,781
21054,3,160,1:59,10,-1,-1,1107
21059,1,200,2:03,7,0,0,806
21059,2,200,2:03,10,-1,-1,1228
21059,3,200,2:03,12,13,13,2029
21101,6,200,2:03,12,15,14,2267
21057,1,162,2:03,6,0,0,576
21057,2,162,2:03,9,-1,-1,1025
21057,3,162,2:03,11,-1,-1,1334
21078,1,173,1:45,5,0,0,432
21078,2,173,1:45,8,5,5,745
21078,3,173,1:45,11,6,7,1257
21074,1,120-180,2:00,3,0,0,283
21074,2,120-180,2:00,7,0,0,708
21074,3,120-180,2:00,11,9,7,1279
21068,1,173,2:22,7,0,0,836
21068,2,173,2:22,10,4,6,1284
21068,3,173,2:22,11,5,7,1636
21066,1,170,2:21,5,0,0,438
21066,2,170,2:21,9,2,3,1046
21066,3,170,2:21,11,9,8,1605
21020,1,175,2:03,5,0,0,330
21020,2,175,2:03,7,0,0,685
21020,3,175,2:03,11,3,3,1206
21050,1,180,1:50,6,0,0,647
21050,2,180,1:50,10,-1,-1,1081
21050,3,180,1:50,12,-1,-1,1805
21106,6,180,1:50,12,15,15,2401
21070,1,154-175,1:59,6,0,0,550
21070,2,154-175,1:59,9,4,7,955
21070,3,154-175,1:59,11,6,7,1384
21062,1,202,2:02,8,1,3,754
21062,2,202,2:02,11,8,9,1473
21062,3,202,2:02,12,10,12,1870
21010,1,190,1:57,3,0,0,327
21010,2,190,1:57,7,0,0,789
21010,3,190,1:57,10,7,8,1253
21034,1,160,1:59,4,0,0,365
21034,2,160,1:59,6,0,0,647
21034,3,160,1:59,11,6,6,1414
21060,1,192,2:01,5,0,0,514
21060,2,192,2:01,8,6,8,833
21060,3,192,2:01,11,-1,-1,1440
21006,1,157,2:00,4,0,0,377
21006,2,157,2:00,8,7,7,721
21006,3,157,2:00,11,2,1,1044
21058,1,144,2:05,5,0,0,495
21058,2,144,2:05,8,-1,-1,804
21058,3,144,2:05,10,-1,-1,1254
21084,1,208,1:53,5,0,0,512
21084,2,208,1:53,9,-1,-1,960
21084,3,208,1:53,11,-1,-1,1261
21030,1,130,2:07,3,0,0,292
21030,2,130,2:07,7,0,0,790
21030,3,130,2:07,10,4,5,1352
21017,1,210,2:02,4,0,0,448
21017,2,210,2:02,7,0,0,742
21017,3,210,2:02,11,-1,-1,1472
21032,1,183,2:05,7,0,0,698
21032,2,183,2:05,10,-1,-1,1222
21032,3,183,2:05,12,12,13,2000
21031,1,193,1:40,4,0,0,318
21031,2,193,1:40,7,0,0,592
21031,3,193,1:40,10,-1,-1,1010
21080,1,141,1:51,3,0,0,343
21080,2,141,1:51,7,0,0,758
21080,3,141,1:51,10,7,6,1159
21079,1,145,1:51,3,0,0,318
21079,2,145,1:51,9,4,5,846
21079,3,145,1:51,11,7,8,1417
21048,1,180,1:54,6,0,0,592
21048,2,180,1:54,10,-1,-1,1078
21048,3,180,1:54,12,-1,-1,1493
21105,6,180,1:54,12,15,15,1824
21075,1,180,1:57,4,0,0,467
21075,2,180,1:57,8,7,7,840
21075,3,180,1:57,11,3,1,1243
21038,1,143,1:42,5,0,0,457
21038,2,143,1:42,8,2,2,753
21038,3,143,1:42,10,3,4,1066
21086,1,150-190,2:00,4,0,0,394
21086,2,150-190,2:00,9,-1,-1,788
21086,3,150-190,2:00,11,-1,-1,1170
21002,1,192,2:17,6,0,0,629
21002,2,192,2:17,10,1,1,1271
21002,3,192,2:17,12,7,8,2002
21081,1,180,1:51,6,0,0,541
21081,2,180,1:51,10,2,4,1012
21081,3,180,1:51,12,8,10,1834
21011,1,144,2:02,5,0,0,555
21011,2,144,2:02,7,0,0,711
21011,3,144,2:02,10,3,6,1096
21029,1,120-160,2:03,5,0,0,485
21029,2,120-160,2:03,8,7,9,890
21029,3,120-160,2:03,10,4,5,1215
21088,1,159,2:09,7,0,0,585
21088,2,159,2:09,10,-1,-1,1084
21088,3,159,2:09,12,-1,-1,1629

20032,1,185,1:58,5,0,0,569
20032,2,185,1:58,8,7,8,913
20032,3,185,1:58,10,5,8,1171
20046,1,190,1:53,3,0,0,272
20046,2,190,1:53,7,0,0,661
20046,3,190,1:53,11,9,9,1121
20005,1,160,1:54,4,0,0,440
20005,2,160,1:54,7,0,0,761
20005,3,160,1:54,10,8,9,1328
20030,1,160,2:04,4,0,0,419
20030,2,160,2:04,8,7,7,875
20030,3,160,2:04,10,5,6,1261
20045,1,186,2:10,5,0,0,549
20045,2,186,2:10,8,4,4,851
20045,3,186,2:10,11,3,4,1554
20018,1,198,1:56,5,0,0,417
20018,2,198,1:56,7,0,0,689
20018,3,198,1:56,11,3,6,1391
20008,1,185,1:50,5,0,0,484
20008,2,185,1:50,10,7,7,1097
20008,3,185,1:50,12,15,14,1833
20011,1,128,2:00,2,0,0,203
20011,2,128,2:00,6,0,0,564
20011,3,128,2:00,8,5,6,805
20087,1,205,2:09,5,0,0,446
20087,2,205,2:09,9,3,5,1076
20087,3,205,2:09,11,7,8,1714
20070,1,80-300,1:27,5,0,0,295
20070,2,80-300,1:27,10,3,8,685
20070,3,80-300,1:27,12,7,11,1075
20056,1,190,1:49,5,0,0,460
20056,2,190,1:49,8,4,7,786
20056,3,190,1:49,11,5,7,1242
20063,1,185,1:52,3,0,0,332
20063,2,185,1:52,10,6,6,1134
20063,3,185,1:52,12,10,10,1685
20034,1,135,2:06,3,0,0,307
20034,2,135,2:06,6,0,0,597
20034,3,135,2:06,9,5,6,1020
20020,1,212,2:13,7,0,0,767
20020,2,212,2:13,10,7,7,1248
20020,3,212,2:13,12,14,14,2130
20092,1,180,2:02,4,0,0,358
20092,2,180,2:02,7,0,0,716
20092,3,180,2:02,10,5,6,1085
20095,1,180,1:52,6,0,0,585
20095,2,180,1:52,9,4,4,972
20095,3,180,1:52,11,10,9,1712
20053,1,173,2:05,6,0,0,575
20053,2,173,2:05,9,3,2,915
20053,3,173,2:05,11,8,9,1460
20037,1,141,1:58,4,0,0,393
20037,2,141,1:58,8,3,3,818
20037,3,141,1:58,10,6,6,1144
20001,1,175,2:07,6,0,0,648
20001,2,175,2:07,9,4,5,1033
20001,3,175,2:07,11,2,3,1512
20093,1,180,2:05,5,0,0,527
20093,2,180,2:05,10,5,8,1149
20093,3,180,2:05,12,6,7,1676
20017,1,180,2:09,5,0,0,465
20017,2,180,2:09,8,6,7,869
20017,3,180,2:09,10,7,9,1380
20073,1,186,1:54,5,0,0,567
20073,2,186,1:54,10,4,4,1039
20073,3,186,1:54,12,11,12,1392
20057,1,130-160,1:52,4,0,0,435
20057,2,130-160,1:52,8,3,4,700
20057,3,130-160,1:52,10,4,4,944
20024,1,155,1:54,4,0,0,280
20024,2,155,1:54,7,0,0,695
20024,3,155,1:54,9,4,5,1066
20033,1,136,2:01,3,0,0,304
20033,2,136,2:01,6,0,0,605
20033,3,136,2:01,9,5,6,950
20052,1,142,1:52,4,0,0,406
20052,2,142,1:52,7,0,0,669
20052,3,142,1:52,10,2,3,1105
20031,1,260,2:03,5,0,0,511
20031,2,260,2:03,9,5,9,942
20031,3,260,2:03,11,7,9,1401
20016,1,149,2:02,4,0,0,386
20016,2,149,2:02,7,0,0,745
20016,3,149,2:02,9,5,4,1072
20071,1,90-300,2:10,6,0,0,595
20071,2,90-300,2:10,10,8,9,1300
20071,3,90-300,2:10,12,11,12,1918
20002,1,150,1:59,6,0,0,760
20002,2,150,1:59,9,8,8,1203
20002,3,150,1:59,12,3,6,1905
20040,1,181,2:05,5,0,0,532
20040,2,181,2:05,9,4,5,1039
20040,3,181,2:05,11,7,7,1579
20048,1,183,1:59,5,0,0,495
20048,2,183,1:59,8,4,5,896
20048,3,183,1:59,12,3,3,1635
20068,1,140,2:07,3,0,0,295
20068,2,140,2:07,7,0,0,720
20068,3,140,2:07,9,3,4,1069
